age,стоимость_акций,contact,day,month,duration,campaign,previous,poutcome
54,2508,unknown,20,jun,34,8,0,unknown
47,320,telephone,30,jul,203,2,0,unknown
33,640,cellular,24,jul,318,1,0,unknown
30,1772,cellular,13,apr,158,4,0,unknown
27,15,cellular,21,jul,177,1,0,unknown
49,2370,unknown,17,nov,56,1,2,other
27,201,unknown,4,jun,172,2,0,unknown
51,160,cellular,7,may,136,1,1,failure
32,5,cellular,18,may,82,3,2,other
30,75,unknown,16,may,123,1,0,unknown
33,4902,cellular,20,nov,110,1,0,unknown
27,-79,unknown,30,may,385,5,0,unknown
75,1341,cellular,18,dec,415,7,0,unknown
37,490,cellular,2,feb,73,1,0,unknown
36,1521,unknown,16,jun,243,2,0,unknown
37,131,unknown,9,may,137,2,0,unknown
35,8,unknown,23,may,55,4,0,unknown
32,-632,cellular,20,apr,18,5,0,unknown
32,116,cellular,16,jul,255,2,0,unknown
35,189,cellular,11,may,95,1,0,unknown
31,2,cellular,10,jul,112,1,0,unknown
28,4229,cellular,5,may,205,2,0,unknown
27,54,cellular,18,may,97,1,1,failure
22,549,cellular,2,sep,154,1,0,unknown
35,298,cellular,13,may,135,2,2,failure
69,579,cellular,14,aug,230,1,0,unknown
37,1467,cellular,17,nov,349,1,0,unknown
45,0,cellular,8,may,38,1,0,unknown
47,109,cellular,22,jul,268,1,0,unknown
52,-11,cellular,11,may,94,4,0,unknown
33,90,cellular,28,jul,263,2,0,unknown
60,493,cellular,18,aug,671,4,0,unknown
33,1897,unknown,2,jun,197,1,0,unknown
44,2403,cellular,28,jan,180,2,0,unknown
38,868,cellular,20,nov,452,2,0,unknown
54,653,unknown,15,may,352,1,0,unknown
32,0,cellular,15,jul,175,4,0,unknown
33,0,cellular,19,nov,163,2,0,unknown
55,218,unknown,29,may,200,2,0,unknown
51,5050,unknown,16,jun,75,7,0,unknown
48,741,cellular,16,apr,227,1,0,unknown
37,1050,cellular,3,feb,586,3,0,unknown
33,-56,cellular,10,jul,119,5,0,unknown
30,1,telephone,22,jul,80,2,0,unknown
43,-98,cellular,12,may,112,2,3,other
49,4667,unknown,19,may,130,2,0,unknown
54,541,cellular,3,feb,237,3,0,unknown
31,7744,cellular,26,aug,377,8,0,unknown
54,895,cellular,7,oct,335,1,0,unknown
36,-129,cellular,29,jul,121,3,0,unknown
30,0,cellular,15,jul,127,5,0,unknown
27,158,unknown,1,jul,650,2,0,unknown
30,122,unknown,16,may,107,1,0,unknown
30,673,unknown,20,may,610,2,0,unknown
35,0,cellular,25,aug,124,4,0,unknown
33,411,unknown,8,may,216,1,0,unknown
43,-97,cellular,31,jul,747,4,0,unknown
41,-217,cellular,11,may,313,1,3,other
41,5037,cellular,23,apr,252,9,5,other
46,2232,cellular,13,feb,121,1,0,unknown
54,-932,unknown,7,may,799,1,0,unknown
32,913,cellular,23,jun,883,1,4,failure
30,236,unknown,16,may,197,1,0,unknown
40,0,cellular,11,jul,271,2,0,unknown
30,2581,unknown,12,may,221,2,0,unknown
27,639,cellular,14,jul,243,3,0,unknown
41,849,unknown,15,may,72,1,0,unknown
54,386,cellular,2,aug,155,2,0,unknown
32,1218,telephone,28,jan,70,2,0,unknown
31,2603,cellular,11,feb,280,4,0,unknown
42,-921,unknown,26,may,115,2,0,unknown
48,607,unknown,20,jun,29,2,0,unknown
34,79,cellular,14,may,406,2,0,unknown
55,61,cellular,25,aug,113,3,0,unknown
49,1091,telephone,30,jul,47,2,0,unknown
46,743,unknown,5,jun,36,2,0,unknown
47,209,unknown,6,may,135,2,0,unknown
24,172,cellular,3,jul,67,2,0,unknown
58,2,unknown,16,jun,684,1,0,unknown
32,41,cellular,21,aug,686,5,0,unknown
25,1116,cellular,2,mar,170,3,0,unknown
49,-55,unknown,17,jun,150,3,0,unknown
59,5845,cellular,14,may,1060,2,0,unknown
30,329,unknown,6,jun,122,16,0,unknown
46,494,unknown,26,may,724,1,0,unknown
42,1519,cellular,19,oct,230,1,1,success
37,2685,unknown,20,jun,187,2,0,unknown
44,-14,unknown,19,may,179,4,0,unknown
49,5673,cellular,4,aug,357,3,0,unknown
41,1459,unknown,5,jun,82,1,0,unknown
48,0,telephone,26,aug,176,15,0,unknown
31,625,cellular,7,apr,424,1,1,failure
37,0,unknown,18,jun,115,1,0,unknown
51,867,cellular,3,feb,177,2,3,failure
80,8304,telephone,9,jun,712,1,12,failure
32,151,unknown,6,may,118,1,0,unknown
48,-583,unknown,2,jun,25,7,0,unknown
49,1784,unknown,12,jun,753,1,0,unknown
30,3134,cellular,17,jul,124,1,0,unknown
27,49,cellular,30,jan,208,2,0,unknown
34,-346,cellular,13,aug,136,4,0,unknown
49,1623,cellular,19,nov,1081,2,0,unknown
48,60,telephone,7,may,376,2,7,failure
40,17,cellular,4,jun,78,1,0,unknown
38,2008,cellular,18,nov,354,1,0,unknown
46,91,cellular,6,may,29,1,2,failure
41,171,cellular,19,nov,209,1,4,failure
28,1027,cellular,14,may,433,1,0,unknown
51,5801,unknown,29,may,147,2,0,unknown
33,142,telephone,11,may,41,2,5,failure
26,205,unknown,26,may,111,1,0,unknown
34,852,cellular,14,apr,108,2,0,unknown
27,-584,cellular,7,may,411,2,0,unknown
42,97,cellular,10,jul,108,2,0,unknown
45,204,cellular,3,jun,224,2,0,unknown
31,628,unknown,12,may,1083,2,0,unknown
32,311,unknown,12,may,757,2,0,unknown
39,1564,unknown,17,jun,57,1,0,unknown
26,856,cellular,30,jul,95,5,0,unknown
40,1509,cellular,15,mar,144,2,1,failure
52,-888,cellular,16,jul,135,1,0,unknown
40,226,cellular,15,jan,176,2,0,unknown
48,127,cellular,7,aug,524,5,0,unknown
31,413,unknown,13,may,65,1,0,unknown
27,710,cellular,6,may,653,1,2,success
47,1233,unknown,11,sep,91,1,2,other
28,171,cellular,10,mar,93,1,0,unknown
40,69,cellular,6,may,503,2,2,failure
34,1499,cellular,13,apr,186,1,2,failure
29,751,unknown,23,may,121,2,0,unknown
36,61,cellular,19,aug,452,2,0,unknown
83,425,telephone,22,jun,883,1,1,failure
55,2923,unknown,15,may,104,2,0,unknown
43,99,cellular,29,jan,24,3,0,unknown
23,1021,telephone,19,jun,79,9,0,unknown
44,1146,cellular,4,jul,178,2,0,unknown
58,781,cellular,15,may,74,2,0,unknown
29,1448,cellular,10,mar,217,1,7,other
30,604,cellular,2,feb,475,1,0,unknown
29,-194,cellular,7,may,127,1,0,unknown
41,0,cellular,11,mar,101,1,0,unknown
35,0,cellular,14,jul,340,3,0,unknown
31,1014,cellular,23,jul,158,4,0,unknown
27,73,cellular,29,jan,242,1,0,unknown
47,2597,unknown,16,may,323,1,0,unknown
53,2627,unknown,16,jun,18,30,0,unknown
34,1906,cellular,14,jul,68,3,0,unknown
34,-319,cellular,9,jul,134,4,0,unknown
36,-296,cellular,14,may,113,3,0,unknown
40,169,cellular,18,aug,43,4,0,unknown
37,556,unknown,17,jun,200,2,0,unknown
65,300,cellular,2,aug,245,2,0,unknown
53,751,unknown,16,may,343,4,0,unknown
28,126,cellular,3,mar,229,1,0,unknown
33,-386,unknown,23,may,530,1,0,unknown
56,379,cellular,13,aug,58,5,0,unknown
45,706,cellular,30,apr,78,2,1,success
39,9121,unknown,5,jun,147,1,0,unknown
28,1466,cellular,25,jul,40,1,0,unknown
36,0,cellular,18,nov,618,2,0,unknown
41,951,cellular,20,apr,23,4,0,unknown
46,368,cellular,20,aug,293,1,4,other
41,121,cellular,13,may,16,6,5,other
59,204,cellular,23,jul,286,2,0,unknown
24,299,cellular,6,may,209,1,1,failure
34,4170,unknown,21,may,935,1,0,unknown
40,-335,unknown,27,may,260,1,0,unknown
42,3165,unknown,16,jun,298,4,0,unknown
50,254,cellular,15,apr,397,2,1,failure
25,553,cellular,17,sep,113,4,1,failure
51,518,telephone,17,nov,76,1,0,unknown
50,85,cellular,1,jun,141,1,0,unknown
37,603,unknown,23,may,773,2,0,unknown
21,361,telephone,5,jun,329,1,1,other
52,-98,unknown,7,may,423,1,0,unknown
55,4424,cellular,5,aug,67,4,0,unknown
26,2610,unknown,2,jun,626,1,0,unknown
38,3234,cellular,18,nov,578,2,0,unknown
32,687,unknown,9,may,61,1,0,unknown
31,631,unknown,23,may,248,4,0,unknown
34,341,cellular,29,jan,136,1,3,failure
33,316,cellular,21,aug,126,3,0,unknown
35,2,telephone,28,jan,653,3,0,unknown
44,415,telephone,14,may,7,7,0,unknown
48,507,cellular,9,apr,528,1,0,unknown
29,912,cellular,13,may,785,1,0,unknown
50,0,cellular,9,jul,243,5,0,unknown
37,37,cellular,13,may,24,2,1,other
44,2524,unknown,19,jun,82,1,0,unknown
36,9019,unknown,11,jun,952,3,0,unknown
49,39,cellular,13,may,27,5,0,unknown
31,0,unknown,5,may,143,1,0,unknown
49,265,unknown,12,may,274,6,0,unknown
35,0,cellular,16,apr,1174,1,4,other
57,4012,cellular,20,nov,915,1,0,unknown
42,1520,cellular,5,feb,115,1,0,unknown
36,-140,unknown,26,may,222,2,0,unknown
75,852,cellular,15,mar,341,1,0,unknown
38,578,unknown,21,may,112,2,0,unknown
40,0,unknown,6,may,64,2,0,unknown
38,2253,cellular,13,may,937,3,0,unknown
34,1171,cellular,10,jul,129,1,0,unknown
29,452,cellular,11,may,59,1,0,unknown
28,-97,cellular,29,jan,79,1,2,success
79,4738,telephone,9,jul,151,5,0,unknown
51,467,unknown,19,may,83,1,0,unknown
32,0,cellular,6,aug,101,5,6,other
36,495,cellular,5,aug,157,3,2,success
38,157,cellular,15,may,57,11,1,other
49,358,unknown,13,may,176,3,0,unknown
42,292,cellular,11,may,222,3,0,unknown
43,7343,unknown,2,jun,217,4,0,unknown
34,-563,unknown,26,may,252,1,0,unknown
59,351,unknown,27,may,1063,5,0,unknown
35,365,cellular,29,aug,41,2,0,unknown
33,13494,unknown,20,jun,27,25,0,unknown
34,846,cellular,17,apr,758,2,0,unknown
64,1574,telephone,29,jul,301,3,0,unknown
34,-28,cellular,16,jul,574,1,0,unknown
77,0,cellular,16,oct,847,1,1,success
57,2927,telephone,30,jul,78,5,0,unknown
30,501,unknown,27,may,514,1,0,unknown
56,1238,unknown,5,jun,1558,1,0,unknown
49,301,cellular,14,aug,789,2,0,unknown
73,1388,cellular,20,jul,146,3,3,success
39,102,cellular,14,aug,272,2,0,unknown
57,13,cellular,8,may,323,2,2,failure
32,413,cellular,11,jul,712,2,0,unknown
32,4665,unknown,21,may,860,2,0,unknown
45,638,cellular,20,aug,75,9,0,unknown
32,101,unknown,19,may,191,4,0,unknown
31,1224,cellular,24,jul,1441,2,0,unknown
49,1103,cellular,12,aug,428,2,0,unknown
29,3748,cellular,28,may,322,3,0,unknown
55,955,cellular,29,jan,104,1,0,unknown
30,518,cellular,8,may,127,1,0,unknown
45,1893,unknown,3,jun,1259,6,0,unknown
39,14,cellular,28,jan,114,2,0,unknown
36,-423,unknown,13,may,106,1,0,unknown
33,3696,cellular,19,nov,305,1,3,failure
36,2987,cellular,12,aug,307,1,0,unknown
31,433,cellular,11,aug,1504,2,0,unknown
36,756,cellular,11,jul,396,3,0,unknown
38,0,cellular,1,jun,71,1,0,unknown
33,2727,cellular,6,aug,205,3,0,unknown
40,93,unknown,13,may,134,2,0,unknown
31,1766,cellular,5,jun,166,2,0,unknown
39,124,cellular,31,jul,81,5,0,unknown
33,69,cellular,4,may,77,2,0,unknown
53,0,cellular,12,mar,80,2,0,unknown
38,0,cellular,13,may,537,5,2,failure
59,259,cellular,15,jun,415,1,1,success
55,4103,cellular,19,nov,291,1,0,unknown
38,744,cellular,14,may,283,1,12,other
48,116,telephone,20,apr,70,4,0,unknown
53,70,unknown,5,may,611,2,0,unknown
44,432,cellular,9,feb,132,3,0,unknown
57,1172,unknown,18,jun,26,1,0,unknown
29,9,cellular,11,may,262,3,0,unknown
31,428,unknown,21,may,272,1,0,unknown
35,7546,cellular,28,dec,137,1,3,failure
31,620,cellular,30,mar,95,1,0,unknown
35,8647,cellular,19,nov,140,2,0,unknown
40,192,unknown,16,may,71,11,0,unknown
39,0,cellular,7,may,502,1,2,failure
43,27733,unknown,3,jun,164,7,0,unknown
44,276,unknown,15,may,219,1,0,unknown
29,113,cellular,12,feb,328,2,4,success
40,782,unknown,14,may,224,2,0,unknown
33,82,cellular,18,nov,63,2,0,unknown
46,1008,cellular,29,aug,24,13,0,unknown
27,6421,telephone,28,jan,147,4,0,unknown
26,443,cellular,30,jul,84,3,0,unknown
41,351,cellular,9,jul,175,1,0,unknown
34,5060,cellular,21,aug,12,21,0,unknown
39,-41,cellular,25,aug,40,15,0,unknown
27,-124,cellular,18,jul,217,1,0,unknown
31,79,cellular,23,jul,235,11,0,unknown
44,3945,cellular,28,jan,255,1,0,unknown
55,197,cellular,8,jul,256,1,0,unknown
51,837,telephone,30,jul,41,2,0,unknown
50,-94,unknown,25,jun,75,1,0,unknown
30,1743,cellular,5,feb,192,4,0,unknown
46,57,unknown,28,may,796,1,0,unknown
49,635,cellular,25,aug,220,3,0,unknown
56,-113,cellular,12,aug,614,2,0,unknown
47,225,cellular,28,aug,1126,4,0,unknown
30,124,telephone,16,jun,161,2,0,unknown
36,475,cellular,25,jul,141,3,0,unknown
40,-7,telephone,25,jul,697,1,0,unknown
37,375,unknown,9,jun,223,2,0,unknown
42,936,cellular,30,jan,931,1,0,unknown
45,1415,cellular,17,nov,483,1,1,failure
34,0,cellular,17,nov,63,2,0,unknown
27,3638,cellular,11,jul,271,5,0,unknown
30,-99,cellular,15,may,144,5,0,unknown
32,167,cellular,8,aug,79,3,0,unknown
46,19,telephone,21,jul,171,1,0,unknown
29,242,cellular,18,jul,73,4,0,unknown
53,13,telephone,28,jan,69,1,0,unknown
32,286,cellular,20,apr,60,1,4,failure
49,769,unknown,14,may,257,1,0,unknown
35,93,cellular,4,may,198,2,1,other
38,1663,cellular,13,apr,217,3,1,failure
39,238,cellular,19,nov,134,1,0,unknown
34,2178,cellular,26,may,41,1,0,unknown
42,792,cellular,19,nov,611,2,12,other
35,871,unknown,6,jun,216,3,0,unknown
60,1025,cellular,6,aug,388,8,0,unknown
57,63,unknown,5,may,242,1,0,unknown
31,16,cellular,7,jul,387,1,0,unknown
29,417,cellular,7,oct,90,1,0,unknown
41,3992,telephone,20,nov,281,2,0,unknown
46,2749,cellular,17,nov,332,1,0,unknown
33,133,cellular,4,may,218,1,0,unknown
32,1721,unknown,21,may,650,2,0,unknown
54,2171,telephone,18,nov,1034,1,0,unknown
37,4760,cellular,8,may,182,2,2,failure
32,2979,cellular,25,may,156,1,0,unknown
43,690,cellular,6,aug,171,3,0,unknown
50,203,telephone,19,nov,265,1,4,other
34,322,cellular,20,apr,10,3,0,unknown
31,1210,cellular,16,jul,350,1,0,unknown
43,634,cellular,17,nov,65,1,1,failure
49,273,cellular,23,jul,58,1,0,unknown
22,47,cellular,3,jul,69,3,0,unknown
35,1100,cellular,29,jan,127,2,0,unknown
56,0,telephone,19,nov,154,2,0,unknown
53,0,telephone,31,jul,36,4,0,unknown
54,1544,cellular,5,feb,85,7,3,failure
32,6145,cellular,14,may,362,1,13,failure
41,28,cellular,11,may,49,1,0,unknown
40,1012,cellular,6,may,410,1,0,unknown
33,245,cellular,8,may,253,3,0,unknown
33,1998,cellular,19,nov,570,1,0,unknown
34,3990,cellular,24,jul,633,7,0,unknown
36,1328,unknown,6,jun,82,4,0,unknown
34,412,cellular,8,jul,164,1,0,unknown
55,229,unknown,9,jun,175,3,0,unknown
28,1562,cellular,15,feb,659,4,0,unknown
29,3432,cellular,17,apr,139,2,0,unknown
31,144,unknown,4,jul,43,11,0,unknown
52,1339,cellular,22,aug,343,5,0,unknown
54,386,cellular,19,nov,74,1,1,success
43,7727,unknown,15,may,302,8,0,unknown
55,204,cellular,14,jul,455,13,0,unknown
28,101,unknown,28,may,126,4,0,unknown
45,728,cellular,18,nov,107,1,0,unknown
45,2418,unknown,14,may,120,1,0,unknown
51,2934,cellular,18,nov,727,4,0,unknown
42,0,unknown,7,may,275,4,0,unknown
43,181,telephone,28,jan,41,1,0,unknown
34,176,cellular,18,aug,61,4,0,unknown
36,49,cellular,15,may,232,2,5,other
37,2023,cellular,10,jul,214,1,0,unknown
50,372,telephone,11,may,21,1,0,unknown
42,7702,cellular,16,feb,138,2,0,unknown
34,464,cellular,18,may,173,1,2,other
48,117,cellular,16,apr,635,1,0,unknown
47,104,cellular,14,jul,77,2,0,unknown
40,1041,unknown,12,jun,73,1,0,unknown
37,539,cellular,18,jan,540,2,3,failure
38,0,unknown,3,jun,179,2,0,unknown
29,406,cellular,17,jul,119,1,0,unknown
46,2558,telephone,20,nov,107,1,1,other
26,484,unknown,19,may,48,2,0,unknown
30,3516,unknown,29,may,447,4,0,unknown
42,5639,cellular,17,jul,430,2,0,unknown
42,100,cellular,7,aug,64,2,0,unknown
31,1306,unknown,28,may,217,5,0,unknown
37,815,cellular,7,may,77,1,0,unknown
26,245,unknown,26,may,16,11,0,unknown
54,191,cellular,4,aug,753,2,0,unknown
70,2815,cellular,26,apr,125,2,1,failure
29,3672,unknown,28,may,1210,1,0,unknown
50,1572,cellular,9,jul,185,1,0,unknown
60,385,cellular,4,feb,80,1,0,unknown
32,29,cellular,19,aug,156,2,0,unknown
32,84,cellular,29,jul,403,3,0,unknown
34,876,cellular,17,nov,145,2,0,unknown
48,1499,cellular,12,may,17,7,0,unknown
25,0,cellular,9,jul,160,1,0,unknown
32,6217,cellular,18,nov,486,2,2,failure
32,329,cellular,3,feb,321,1,0,unknown
47,162,unknown,9,may,203,4,0,unknown
32,14533,cellular,31,dec,646,3,2,success
49,151,cellular,8,jul,97,3,0,unknown
53,-2,cellular,16,apr,144,2,0,unknown
41,4684,unknown,20,jun,30,6,0,unknown
47,1149,cellular,15,jul,82,2,0,unknown
35,11,unknown,13,may,326,4,0,unknown
33,8004,cellular,19,nov,414,3,0,unknown
49,1019,cellular,16,apr,285,5,0,unknown
46,1297,cellular,11,aug,716,3,0,unknown
29,415,unknown,28,may,449,4,0,unknown
58,671,unknown,17,jun,16,3,0,unknown
40,2378,unknown,2,jun,65,1,0,unknown
34,417,cellular,18,nov,138,1,0,unknown
60,71,cellular,10,jul,121,3,0,unknown
43,1188,cellular,27,may,140,2,0,unknown
50,8139,cellular,18,aug,256,6,0,unknown
33,249,cellular,31,jul,61,4,0,unknown
37,689,cellular,14,jul,367,2,0,unknown
55,203,telephone,14,may,9,5,12,other
45,-183,cellular,15,jul,395,4,0,unknown
47,3451,cellular,21,nov,125,2,0,unknown
58,116,unknown,16,jun,580,3,0,unknown
36,1746,cellular,7,apr,15,1,1,failure
55,0,unknown,30,may,119,2,0,unknown
31,897,unknown,20,may,26,2,0,unknown
38,821,cellular,17,nov,224,2,1,failure
42,130,unknown,29,may,285,1,0,unknown
32,1,unknown,8,may,399,4,0,unknown
39,8,cellular,30,jul,88,3,0,unknown
41,55,cellular,6,aug,185,4,0,unknown
59,699,cellular,28,jan,98,1,6,failure
42,759,cellular,28,jan,97,1,3,failure
33,687,cellular,14,may,72,2,1,failure
53,4968,cellular,6,may,109,1,2,failure
43,1211,unknown,6,may,208,3,0,unknown
39,426,unknown,18,jun,1029,1,0,unknown
27,376,cellular,5,may,273,1,0,unknown
39,12,unknown,23,may,130,1,0,unknown
27,23,cellular,26,feb,590,2,0,unknown
33,353,cellular,19,nov,107,2,0,unknown
29,330,unknown,12,may,88,2,0,unknown
33,0,cellular,13,aug,305,2,0,unknown
41,353,cellular,19,nov,90,2,0,unknown
38,2273,cellular,17,apr,222,1,0,unknown
30,0,cellular,9,jul,127,1,0,unknown
58,744,telephone,28,jan,38,1,0,unknown
37,608,cellular,14,may,380,3,0,unknown
36,356,cellular,7,apr,244,3,1,failure
45,1291,cellular,28,aug,189,17,0,unknown
23,-306,unknown,4,jun,217,2,0,unknown
53,306,cellular,28,jul,388,3,1,success
44,-312,unknown,20,jun,22,3,0,unknown
32,493,cellular,13,aug,289,2,0,unknown
32,71,cellular,21,jul,221,8,0,unknown
38,669,cellular,31,jul,129,2,0,unknown
47,556,cellular,4,feb,147,2,4,other
34,84,unknown,23,may,299,1,0,unknown
52,108,unknown,15,may,543,12,0,unknown
45,-11,cellular,5,may,247,1,0,unknown
50,1164,unknown,8,may,166,2,0,unknown
52,-191,unknown,15,may,755,1,0,unknown
37,132,unknown,27,may,336,2,0,unknown
51,2237,unknown,29,may,619,1,0,unknown
32,4761,cellular,5,may,159,2,2,failure
33,-346,unknown,23,may,29,3,0,unknown
28,655,unknown,4,jun,606,2,0,unknown
66,1048,cellular,23,jun,971,2,0,unknown
31,0,unknown,28,may,231,2,0,unknown
35,624,unknown,7,may,163,1,0,unknown
47,1784,cellular,19,oct,385,2,0,unknown
36,1281,telephone,24,jul,119,2,0,unknown
32,569,cellular,29,jan,348,1,0,unknown
34,1666,unknown,31,mar,30,1,0,unknown
40,168,cellular,7,may,249,2,1,failure
33,263,cellular,4,may,119,2,0,unknown
39,-405,cellular,8,may,177,1,0,unknown
38,279,unknown,28,may,110,5,0,unknown
32,0,cellular,18,aug,594,4,0,unknown
65,300,cellular,12,jan,105,1,0,unknown
34,415,cellular,12,aug,123,1,0,unknown
34,0,cellular,6,may,172,4,0,unknown
42,1322,cellular,8,jul,178,1,0,unknown
31,1062,cellular,6,apr,230,1,0,unknown
47,302,unknown,20,jun,89,3,0,unknown
44,809,unknown,15,may,118,4,0,unknown
38,-278,cellular,28,jul,143,2,0,unknown
28,3238,unknown,19,may,7,1,0,unknown
46,751,unknown,13,may,104,2,0,unknown
51,-28,unknown,2,jul,220,2,0,unknown
42,0,unknown,20,jun,85,2,0,unknown
37,2442,cellular,16,feb,91,3,0,unknown
58,1798,cellular,5,feb,19,8,0,unknown
43,132,cellular,19,aug,574,1,3,success
36,260,cellular,7,may,49,1,0,unknown
34,7,cellular,2,feb,171,2,2,other
31,3283,cellular,2,feb,258,1,1,failure
49,323,cellular,18,nov,41,2,0,unknown
54,2960,cellular,20,nov,83,1,0,unknown
29,486,telephone,30,apr,95,1,0,unknown
51,343,unknown,30,may,78,2,0,unknown
40,507,cellular,2,feb,134,1,7,failure
35,5958,cellular,22,mar,215,1,0,unknown
25,304,cellular,26,may,226,2,0,unknown
32,118,cellular,17,jul,1275,1,0,unknown
30,123,unknown,17,jul,66,1,5,other
38,76,cellular,7,jul,196,3,0,unknown
46,70,cellular,27,mar,229,2,0,unknown
43,960,unknown,15,may,241,2,0,unknown
32,2185,cellular,20,nov,354,2,0,unknown
29,309,cellular,11,may,471,3,0,unknown
56,2190,cellular,30,jan,90,2,1,failure
57,0,unknown,5,jun,58,8,0,unknown
38,3732,unknown,21,may,379,2,0,unknown
51,1550,unknown,20,jun,12,5,0,unknown
35,62,cellular,30,apr,67,1,0,unknown
37,704,unknown,18,jun,165,7,0,unknown
48,4415,cellular,8,apr,1032,3,7,failure
30,4,unknown,23,may,84,3,0,unknown
60,262,cellular,18,aug,393,4,0,unknown
56,238,cellular,19,nov,808,1,0,unknown
45,97,unknown,7,may,923,3,0,unknown
38,410,cellular,11,aug,63,6,0,unknown
20,1191,cellular,12,feb,274,1,0,unknown
59,-47,cellular,27,aug,84,4,0,unknown
34,197,cellular,20,aug,78,3,0,unknown
36,6,unknown,20,jun,41,7,0,unknown
53,2398,cellular,2,aug,317,1,2,failure
51,630,cellular,5,may,138,1,0,unknown
58,235,cellular,27,aug,88,4,0,unknown
48,1910,unknown,29,may,413,2,0,unknown
56,3172,cellular,5,feb,139,1,0,unknown
51,872,cellular,8,aug,82,2,0,unknown
35,407,cellular,20,apr,12,6,0,unknown
40,100,cellular,11,aug,221,1,1,success
59,345,unknown,9,jun,38,1,0,unknown
44,2058,cellular,21,nov,661,1,0,unknown
49,889,telephone,7,jul,388,1,0,unknown
35,0,cellular,28,jul,151,7,0,unknown
41,51,cellular,25,aug,140,8,0,unknown
55,150,cellular,8,jul,124,1,0,unknown
51,34,cellular,7,jul,200,1,0,unknown
27,795,cellular,6,feb,101,3,0,unknown
57,282,cellular,7,jul,261,12,0,unknown
51,2139,cellular,17,nov,176,2,0,unknown
38,-469,unknown,16,jun,209,12,0,unknown
49,197,cellular,13,apr,223,1,2,failure
40,825,cellular,20,apr,38,1,1,other
47,3232,telephone,6,oct,541,1,3,failure
48,1598,unknown,29,may,84,1,0,unknown
47,871,cellular,22,aug,602,9,0,unknown
56,83,cellular,27,aug,26,11,0,unknown
29,1445,cellular,26,apr,328,2,2,success
38,226,unknown,30,may,762,3,0,unknown
32,-55,cellular,26,aug,107,4,0,unknown
42,243,unknown,14,may,46,5,0,unknown
30,-336,cellular,10,jul,128,6,0,unknown
26,3672,unknown,29,may,360,5,0,unknown
35,0,cellular,9,nov,524,1,5,success
35,251,unknown,1,jul,128,3,0,unknown
35,44,cellular,7,sep,310,2,2,other
57,2887,cellular,21,aug,819,10,0,unknown
29,1992,cellular,8,jul,202,1,2,failure
32,2,unknown,9,may,144,2,0,unknown
45,1415,cellular,24,jul,311,1,0,unknown
51,297,cellular,15,may,415,4,1,failure
31,1094,unknown,12,jun,93,8,0,unknown
50,-84,unknown,6,may,101,1,0,unknown
38,-1,unknown,7,may,72,1,0,unknown
37,347,cellular,22,jul,282,1,0,unknown
35,1253,unknown,19,may,210,2,0,unknown
37,4565,cellular,4,sep,369,1,0,unknown
28,781,cellular,9,apr,125,6,0,unknown
38,7124,unknown,16,jun,301,6,0,unknown
43,17555,cellular,26,aug,14,14,0,unknown
43,5172,unknown,29,may,57,3,0,unknown
56,15520,cellular,18,nov,420,1,0,unknown
32,13711,cellular,14,may,638,1,3,success
58,1533,unknown,15,may,137,2,0,unknown
47,286,cellular,22,aug,557,7,0,unknown
31,-219,unknown,30,may,66,2,0,unknown
38,0,unknown,20,may,206,1,0,unknown
50,810,unknown,14,may,19,14,0,unknown
32,300,cellular,6,feb,166,2,0,unknown
37,1175,cellular,15,may,102,1,2,failure
39,0,unknown,2,jun,46,2,0,unknown
40,113,unknown,4,jun,126,1,0,unknown
41,641,unknown,13,may,161,1,0,unknown
45,1477,cellular,8,jul,355,1,0,unknown
31,0,unknown,14,may,40,2,0,unknown
54,8,cellular,14,may,143,1,0,unknown
39,399,cellular,14,aug,133,2,0,unknown
56,-435,unknown,9,may,185,2,0,unknown
35,2830,unknown,20,jun,22,12,0,unknown
34,15,cellular,25,aug,184,7,0,unknown
31,125,cellular,22,aug,78,2,0,unknown
38,45,cellular,22,jul,125,4,0,unknown
41,13,unknown,5,jun,189,2,0,unknown
44,0,unknown,9,jul,300,1,0,unknown
49,579,unknown,28,may,396,1,0,unknown
30,432,unknown,20,may,340,3,0,unknown
31,1987,telephone,20,nov,55,2,0,unknown
34,857,cellular,22,aug,238,6,0,unknown
70,15834,cellular,5,apr,172,3,1,failure
45,3370,unknown,12,jun,36,3,0,unknown
31,6290,cellular,20,nov,303,2,0,unknown
57,808,cellular,14,jul,417,3,0,unknown
40,4075,unknown,16,jun,162,3,0,unknown
28,373,cellular,14,may,10,9,1,failure
44,-101,cellular,10,jul,99,1,0,unknown
49,3250,unknown,16,jun,32,3,0,unknown
46,1375,cellular,17,nov,308,3,0,unknown
34,180,cellular,16,jun,298,3,0,unknown
58,175,cellular,12,aug,92,4,0,unknown
52,381,cellular,25,aug,288,12,0,unknown
27,2171,cellular,16,apr,130,1,1,other
48,340,cellular,28,jan,255,2,0,unknown
33,10,cellular,18,nov,167,5,0,unknown
46,4958,cellular,17,nov,64,3,5,other
51,21244,cellular,4,aug,166,2,0,unknown
31,156,cellular,13,aug,657,7,0,unknown
35,473,unknown,26,may,434,4,0,unknown
37,781,cellular,20,aug,75,1,0,unknown
60,0,telephone,23,jul,40,1,0,unknown
40,1819,cellular,5,jun,398,2,0,unknown
50,4374,cellular,21,nov,163,2,3,failure
